medicamento,descripcion,peso,presentacion,forma_farmacologica,marca,price,max_price,promotion,scrapping_day,detail_url
sifrol,"sifrol er 3.0 mg, 10 tabletas.",3.0 mg,10,tabletas,sifrol,"$1,572.80","$2,330.08",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/sifrol-er-30-mg-10-tabletas-1122061
sifrol,"sifrol er 0.375 mg, 10 tabletas.",0.375 mg,10,tabletas,sifrol,"$1,457.35","$2,159.03",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/sifrol-er-0375-mg-10-tabletas-1122045
sifrol,"sifrol er 3.0 mg, 30 tabletas.",3.0 mg,30,tabletas,sifrol,"$3,645.55","$5,400.82",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/sifrol-er-30-mg-30-tabletas-1296019
azilect,"azilect 1 mg, 10 tabletas.",1 mg,10,tabletas,azilect,$806.08,"$1,738.75",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/azilect-1-mg-10-tabletas-1060260
azilect,"azilect 1 mg, 30 tabletas.",1 mg,30,tabletas,azilect,"$2,191.67","$4,726.48",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/azilect-1-mg-30-tabletas-1067397
nubrenza,nubrenza 8mg/24h con 14 parches.,8mg,14,parches,nubrenza,"$1,646.34","$2,513.50",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/nubrenza-8mg-24h-14-parches-1103261
nubrenza,nubrenza 2mg/24h con 7 parches.,2mg,7,parches,nubrenza,$822.09,"$1,255.10",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/nubrenza-2mg-24hrs-7-parches-1103229
nubrenza,nubrenza 6mg/24h con 14 parches.,6mg,14,parches,nubrenza,"$1,646.34","$2,513.50",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/nubrenza-6mg-24hrs-14-parches-1103253
nubrenza,nubrenza 4mg/24h con 14 parches.,4mg,14,parches,nubrenza,"$1,646.34","$2,513.50",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/nubrenza-4mg-24hrs-14-parches-1103237
stalevo,"stalevo 50/12.5/200mg, 30 tabletas.",200mg,30,tabletas,stalevo,"$1,409.40","$2,088.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/stalevo-50-125-200mg-30-tabletas-979635
stalevo,"stalevo 125mg/31.25mg/200mg, 30 tabletas.",125mg/31.25mg,30,tabletas,stalevo,"$1,388.52","$2,088.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/stalevo-125mg-3125mg-200mg-30-tabletas-1188704
stalevo,"stalevo 100mg/25mg/200mg, 30 tabletas.",100mg/25mg,30,tabletas,stalevo,"$1,409.40","$2,088.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/stalevo-100mg-25mg-200mg-30-tabletas-979643
stalevo,"stalevo 150/37.5/200mg, 30 tabletas.",200mg,30,tabletas,stalevo,"$1,409.40","$2,088.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/stalevo-150-375-200mg-30-tabletas-979627
stalevo,"stalevo 75/18.75/200mg, 30 tabletas.",200mg,30,tabletas,stalevo,"$1,388.52","$2,088.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/stalevo-75-1875-200mg-30-tabletas-1188690
stalevo,"stalevo 200mg/200mg/50mg, 30 tabletas.",200mg/200mg,30,tabletas,stalevo,"$1,409.40","$2,088.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/stalevo-200mg-200mg-50mg-30-tabletas-1094670
sunam,"sunam 1.0 mg, 30 tabletas.",1.0 mg,30,tabletas,sunam,$703.47,"$1,074.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/sunam-10-mg-30-tabletas-1179268
sunam,"sunam 1.5 mg, 30 tabletas.",1.5 mg,30,tabletas,sunam,$944.51,"$1,442.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/sunam-15-mg-30-tabletas-1179276
sunam,"sunam 0.25 mg, 30 tabletas.",0.25 mg,30,tabletas,sunam,$486.01,$742.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/sunam-025-mg-30-tabletas-1179241
sunam,"sunam 0.5 mg, 30 tabletas.",0.5 mg,30,tabletas,sunam,$532.51,$813.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/sunam-05-mg-30-tabletas-1179250
cloisone,"cloisone 250mg/25mg, 100 tabletas.",250mg/25mg,100,tabletas,cloisone,"$1,130.04","$1,674.14",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/cloisone-250mg-25mg-100-tabletas-862088
cloisone,"cloisone 250mg/25mg, 30 tabletas.",250mg/25mg,30,tabletas,cloisone,$455.21,$684.53,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/cloisone-250mg-25mg-30-tabletas-907715
aviant,"aviant 5 mg, 30 tabletas.",5 mg,30,tabletas,aviant,$791.21,"$1,207.95",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/aviant-5mg-30-tabletas-1057367
aviant,"aviant 50 mg suspensión, 120 ml.",50 mg,,suspension,aviant,$393.50,$608.01,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/aviant-50-mg-suspension-120-ml-922188
aviant,"aviant 5 mg, 10 tabletas.",5 mg,10,tabletas,aviant,$402.17,$595.81,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/aviant-5mg-10-tabletas-913120
xuzal,"xuzal 5 mg, 10 tabletas.",5 mg,10,tabletas,xuzal,$341.14,$513.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/xuzal-5mg-10-tabletas-953792
xuzal,"xuzal 5 mg, 20 tabletas.",5 mg,20,tabletas,xuzal,$543.30,$817.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/xuzal-5mg-20-tabletas-953784
xuzal,"xuzal solución infantil 0.5 mg, 200 ml.",0.5 mg,,solucion,xuzal,$383.25,$511.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/xuzal-solucion-infantil-05mg-200ml-1265458
xuzal,"xuzal solución gotas 0.5 mg, 20 ml.",0.5 mg,,solucion,xuzal,$287.25,$383.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/xuzal-solucion-gotas-5mg-20ml-1265466
allegra,"allegra d tratamiento para la alergia y congestión nasal antihistamínico, 10 tabletas.",,10,tabletas,allegra,$412.09,$549.45,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/allegra-d-tratamiento-para-la-alergia-y-congestion-nasal-antihistaminico-10-tabletas-1074547
allegra,"allegra suspensión pediátrico, 150 ml.",150 ml,,suspension,allegra,$486.85,$649.13,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/allegra-suspension-pediatrico-150-ml-1074555
allegra,"allegra tratamiento para la alergia antihistamínico 120 mg, 10 tabletas.",120 mg,10,tabletas,allegra,$382.08,$509.44,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/allegra-tratamiento-para-la-alergia-antihistaminico-120-mg-10-tabletas-831280
allegra,"allegra tratamiento para la alergia y urticaria antihistamínico 180 mg, 10 tabletas.",180 mg,10,tabletas,allegra,$457.59,$610.12,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/allegra-tratamiento-para-la-alergia-y-urticaria-antihistaminico-180-mg-10-tabletas-831298
virlix,"virlix 10 mg, 10 tabletas.",10 mg,10,tabletas,virlix,$324.99,$471.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/virlix-10mg-10-tabletas-99295
virlix,"virlix 10 mg, 20 tabletas.",10 mg,20,tabletas,virlix,$484.70,$740.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/virlix-10mg-20-tabletas-99376
virlix,"virlix 1mg/ml solución infantil, 60 ml.",1mg,,solucion,virlix,$265.33,$399.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/virlix-1mg-ml-solucion-infantil-60-ml-1265474
virlix,"virlix 10mg/ml solución en gotas, 10 ml.",10mg,,solucion,virlix,$214.79,$323.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/virlix-10mg-ml-solucion-en-gotas-10-ml-860956
voltaren,"voltaren dolo 25 mg, 10 cápsulas.",25 mg,10,capsulas,voltaren,$92.01,$154.14,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-dolo-25-mg-10-capsulas-1123998
voltaren,"voltaren dolo 25 mg, 20 cápsulas.",25 mg,20,capsulas,voltaren,$179.50,$299.91,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-dolo-25-mg-20-capsulas-1124005
voltaren,"voltaren 24h 15 mg, 5 parches.",15 mg,5,parches,voltaren,$133.01,$222.20,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-24h-15-mg-5-parches-1003208
voltaren,"voltaren 24h 30 mg, 5 parches.",30 mg,5,parches,voltaren,$159.49,$266.57,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-24h-30-mg-5-parches-1151614
voltaren,"voltaren emulgel 1.16% gel, 30 gr.",30 gr,,gel,voltaren,$77.00,$128.79,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-emulgel-116-gel-30-gr-1269836
voltaren,"voltaren emulgel 2.32% gel, 100 gr.",100 gr,,gel,voltaren,$267.01,$445.01,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-emulgel-232-gel-100-gr-1197487
voltaren,"voltaren emulgel 1.16% gel, 100 gr.",100 gr,,gel,voltaren,$196.49,$327.81,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-emulgel-116-gel-100-gr-1025694
voltaren,"voltaren emulgel 1.16% gel, 50 gr.",50 gr,,gel,voltaren,$112.01,$187.05,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-emulgel-116-gel-50-gr-617822
voltaren,"voltaren emulgel 2.32% gel, 50 gr.",50 gr,,gel,voltaren,$148.49,$248.23,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-emulgel-232-gel-50-gr-1200100
voltaren,"voltaren retard 100 mg, 30 tabletas.",100 mg,30,tabletas,voltaren,"$1,153.49","$1,671.73",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-retard-100-mg-30-tabletas-1047655
voltaren,"voltaren retard 100 mg, 20 tabletas.",100 mg,20,tabletas,voltaren,$788.03,"$1,185.01",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/voltaren-retard-100-mg-20-tabletas-138096
exel,"exel 15mg/1.5ml solución inyectable, 3 ampolletas.",15mg/1.5ml,3,ampolletas,exel,$337.50,$500.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/exel-15mg-15ml-solucion-inyectable-3-ampolletas-916820
exel,"exel 15 mg, 20 cápsulas.",15 mg,20,capsulas,exel,$744.80,"$1,120.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/exel-15-mg-20-capsulas-854077
exel,"exel-act 1.80g/0.60g gel, 40 gr.",40 gr,,gel,exel,$330.75,$490.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/exel-act-180g-060g-gel-40-gr-1359266
exel,"exel 15 mg, 10 cápsulas.",15 mg,10,capsulas,exel,$525.35,$790.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/exel-15-mg-10-capsulas-854085
exel,"exel 7.5 mg, 20 cápsulas.",7.5 mg,20,capsulas,exel,$518.70,$780.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/exel-75-mg-20-capsulas-854069
exel,"exel 1.0% gel, 40 gr.",40 gr,,gel,exel,$255.00,$340.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/exel-10-gel-40-gr-1359525
celebrex,"celebrex 200 mg, 30 cápsulas.",200 mg,30,capsulas,celebrex,"$1,744.61","$2,663.53",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/celebrex-200-mg-30-capsulas-900990
celebrex,"celebrex 200 mg, 20 cápsulas.",200 mg,20,capsulas,celebrex,"$1,369.34","$2,090.60",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/celebrex-200-mg-20-capsulas-894575
celebrex,"celebrex 200 mg, 10 cápsulas.",200 mg,10,capsulas,celebrex,$703.66,"$1,074.29",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/celebrex-200-mg-10-capsulas-851973
arcoxia,"arcoxia 90 mg, 28 comprimidos.",90 mg,28,comprimidos,arcoxia,"$1,748.82","$2,629.80",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/arcoxia-90mg-28-comprimidos-947334
arcoxia,"arcoxia 90 mg, 14 comprimidos.",90 mg,14,comprimidos,arcoxia,"$1,274.22","$1,945.38",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/arcoxia-90mg-14-comprimidos-913685
arcoxia,"arcoxia 60 mg, 28 comprimidos.",60 mg,28,comprimidos,arcoxia,"$1,440.66","$2,134.31",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/arcoxia-60mg-28-comprimidos-947342
arcoxia,"arcoxia 120 mg, 7 comprimidos.",120 mg,7,comprimidos,arcoxia,$915.88,"$1,398.29",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/arcoxia-120mg-7-comprimidos-913693
arcoxia,"arcoxia 90 mg, 7 comprimidos.",90 mg,7,comprimidos,arcoxia,$708.54,"$1,065.47",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/arcoxia-90mg-7-comprimidos-913677
arcoxia,"arcoxia 60 mg, 7 comprimidos.",60 mg,7,comprimidos,arcoxia,$657.81,$974.54,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/arcoxia-60mg-7-comprimidos-913650
trayenta,"trayenta duo 2.5mg/850mg, 30 tabletas.",2.5mg/850mg,30,tabletas,trayenta,$907.47,"$1,344.40",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/trayenta-duo-25mg-850mg-30-tabletas-1161520
trayenta,"trayenta duo 2.5mg/500mg, 30 tabletas.",2.5mg/500mg,30,tabletas,trayenta,$907.48,"$1,344.41",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/trayenta-duo-25mg-500mg-30-tabletas-1161504
trayenta,"trayenta duo 2.5mg/500mg, 60 tabletas.",2.5mg/500mg,60,tabletas,trayenta,"$1,680.51","$2,489.64",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/trayenta-duo-25mg-500mg-60-tabletas-1161512
trayenta,"trayenta duo 2.5mg/1000mg, 60 tabletas.",2.5mg/1000mg,60,tabletas,trayenta,"$1,680.51","$2,489.64",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/trayenta-duo-25mg-1000mg-60-tabletas-1161555
trayenta,"trayenta duo 2.5mg/850mg, 60 tabletas.",2.5mg/850mg,60,tabletas,trayenta,"$1,680.51","$2,489.64",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/trayenta-duo-25mg-850mg-60-tabletas-1161539
trayenta,"trayenta duo 2.5mg/1000mg, 30 tabletas.",2.5mg/1000mg,30,tabletas,trayenta,$907.47,"$1,344.40",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/trayenta-duo-25mg-1000mg-30-tabletas-1161547
trayenta,"trayenta 5 mg, 10 tabletas.",5 mg,10,tabletas,trayenta,$621.50,$920.74,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/trayenta-5-mg-10-tabletas-1139169
trayenta,"trayenta 5 mg, 30 tabletas.",5 mg,30,tabletas,trayenta,"$1,664.73","$2,466.26",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/trayenta-5-mg-30-tabletas-1139150
januvia,"januvia 100 mg, 14 comprimidos.",100 mg,14,comprimidos,januvia,$859.29,"$1,311.89",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/januvia-100-mg-14-comprimidos-1007130
januvia,"januvia 50 mg, 28 comprimidos.",50 mg,28,comprimidos,januvia,"$1,591.41","$2,357.65",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/januvia-50-mg-28-comprimidos-1007157
januvia,"januvia 100 mg, 28 comprimidos.",100 mg,28,comprimidos,januvia,"$1,560.05","$2,381.76",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/januvia-100-mg-28-comprimidos-1007149
onglyza,"Onglyza 5 mg, 28 Tabletas.",5 mg,28,tabletas,,"$1,194.00","$1,592.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/onglyza-5-mg-28-tabletas-1090321
galvus,"galvus 50 mg, 56 comprimidos.",50 mg,56,comprimidos,galvus,$984.41,"$1,367.24",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-50-mg-56-comprimidos-1048007
galvus,"galvus met 50mg/850mg, 30 comprimidos.",50mg/850mg,30,comprimidos,galvus,$548.56,$824.90,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-850mg-30-comprimidos-1180240
galvus,"galvus met 50mg/850mg, 60 comprimidos.",50mg/850mg,60,comprimidos,galvus,"$1,158.86","$1,632.20",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-850mg-60-comprimidos-1067370
galvus,"galvus met 50mg/1000mg, 30 comprimidos.",50mg/1000mg,30,comprimidos,galvus,$548.56,$824.90,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-1000mg-30-comprimidos-1067362
galvus,"galvus met 50mg/500mg, 30 comprimidos.",50mg/500mg,30,comprimidos,galvus,$548.56,$824.90,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-500mg-30-comprimidos-1067389
galvus,"galvus 50 mg, 28 comprimidos.",50 mg,28,comprimidos,galvus,$465.27,$699.66,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-50-mg-28-comprimidos-1037439
galvus,"galvus met 50mg/500mg, 60 comprimidos.",50mg/500mg,60,comprimidos,galvus,"$1,101.73","$1,632.20",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-500mg-60-comprimidos-1068849
incresina,"incresina duo 12.5mg/500mg, 56 tabletas.",12.5mg/500mg,56,tabletas,incresina,"$1,185.85","$1,756.82",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/incresina-duo-125mg-500mg-56-tabletas-1248308
incresina,"incresina 25 mg, 28 tabletas.",25 mg,28,tabletas,incresina,"$1,180.08","$1,710.26",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/incresina-25-mg-28-tabletas-1196430
incresina,"incresina p 25mg/30mg, 28 tabletas.",25mg/30mg,28,tabletas,incresina,"$1,145.28","$1,659.82",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/incresina-p-25mg-30mg-28-tabletas-1264729
incresina,"incresina duo 12.5mg/850mg, 56 tabletas.",12.5mg/850mg,56,tabletas,incresina,"$1,244.33","$1,803.38",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/incresina-duo-125mg-850mg-56-tabletas-1248316
incresina,"incresina 25 mg, 14 tabletas.",25 mg,14,tabletas,incresina,$695.49,"$1,030.35",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/incresina-25-mg-14-tabletas-1196448
incresina,"incresina p 25mg/15mg, 28 tabletas.",25mg/15mg,28,tabletas,incresina,"$1,133.88","$1,643.31",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/incresina-p-25mg-15mg-28-tabletas-1264710
janumet,"janumet xr 100mg/1000mg, 28 tabletas.",100mg/1000mg,28,tabletas,janumet,"$1,565.00","$2,268.12",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/janumet-xr-100mg-1000mg-28-tabletas-liberacion-prolongada-1213164
janumet,"janumet xr 100mg/1000mg, 14 tabletas.",100mg/1000mg,14,tabletas,janumet,$805.02,"$1,166.70",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/janumet-xr-100mg-1000mg-14-tabletas-liberacion-prolongada-1213156
janumet,"janumet xr 50mg/1000mg, 56 tabletas.",50mg/1000mg,56,tabletas,janumet,"$1,565.00","$2,268.12",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/janumet-xr-50mg-1000mg-56-tabletas-1213172
janumet,"janumet 50mg/850mg, 28 comprimidos.",50mg/850mg,28,comprimidos,janumet,$843.12,"$1,287.21",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/janumet-50mg-850mg-28-comprimidos-1050176
janumet,"janumet 50mg/1000mg, 56 comprimidos.",50mg/1000mg,56,comprimidos,janumet,"$1,678.75","$2,487.03",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/janumet-50mg-1000mg-56-comprimidos-1030370
janumet,"janumet 50mg/500mg, 56 comprimidos.",50mg/500mg,56,comprimidos,janumet,"$1,680.08","$2,526.44",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/janumet-50mg-500mg-56-comprimidos-1030353
janumet,"janumet 50mg/850mg, 56 comprimidos.",50mg/850mg,56,comprimidos,janumet,"$1,609.80","$2,457.71",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/janumet-50mg-850mg-56-comprimidos-1030361
janumet,"janumet 50mg/500mg, 28 comprimidos.",50mg/500mg,28,comprimidos,janumet,$858.38,"$1,310.50",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/janumet-50mg-500mg-28-comprimidos-1030345
kombiglyze,"kombiglyze xr 5mg/1000mg, 14 tabletas.",5mg/1000mg,14,tabletas,kombiglyze,$684.75,$913.00,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/kombiglyze-xr-5mg-1000mg-14-tabletas-1163000
kombiglyze,"kombiglyze xr 5mg/1000mg, 28 tabletas.",5mg/1000mg,28,tabletas,kombiglyze,"$1,262.83","$1,899.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/kombiglyze-xr-5mg-1000mg-28-tabletas-1163019
galvus-met,"galvus met 50mg/850mg, 30 comprimidos.",50mg/850mg,30,comprimidos,galvus,$548.56,$824.90,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-850mg-30-comprimidos-1180240
galvus-met,"galvus met 50mg/850mg, 60 comprimidos.",50mg/850mg,60,comprimidos,galvus,"$1,158.86","$1,632.20",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-850mg-60-comprimidos-1067370
galvus-met,"galvus met 50mg/1000mg, 30 comprimidos.",50mg/1000mg,30,comprimidos,galvus,$548.56,$824.90,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-1000mg-30-comprimidos-1067362
galvus-met,"galvus met 50mg/500mg, 30 comprimidos.",50mg/500mg,30,comprimidos,galvus,$548.56,$824.90,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-500mg-30-comprimidos-1067389
galvus-met,"galvus met 50mg/500mg, 60 comprimidos.",50mg/500mg,60,comprimidos,galvus,"$1,101.73","$1,632.20",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/galvus-met-50mg-500mg-60-comprimidos-1068849
jardianz,"jardianz 10 mg, 30 tabletas.",10 mg,30,tabletas,jardianz,"$1,648.09","$2,516.17",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-10-mg-30-tabletas-1210335
jardianz,"jardianz 10 mg, 10 tabletas.",10 mg,10,tabletas,jardianz,$615.28,$939.36,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-10-mg-10-tabletas-1210327
jardianz,"jardianz 25 mg, 30 tabletas.",25 mg,30,tabletas,jardianz,"$1,648.09","$2,516.17",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-25-mg-30-tabletas-1210351
jardianz,"jardianz 25 mg, 10 tabletas.",25 mg,10,tabletas,jardianz,$615.29,$939.37,descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-25-mg-10-tabletas-1210343
jardianz,"jardianz dpp 25mg/5mg, 30 tabletas.",25mg/5mg,30,tabletas,jardianz,"$2,653.14","$3,736.82",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-dpp-25mg-5mg-30-tabletas-1301233
jardianz,"jardianz duo 5mg/850mg, 60 tabletas.",5mg/850mg,60,tabletas,jardianz,"$1,803.41","$2,540.01",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-duo-5mg-850mg-60-tabletas-1240331
jardianz,"jardianz duo 12.5mg/1000mg, 30 tabletas.",12.5mg/1000mg,30,tabletas,jardianz,$983.12,"$1,384.67",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-duo-125mg-1000mg-30-tabletas-1240323
jardianz,"jardianz duo 12.5mg/850mg, 60 tabletas.",12.5mg/850mg,60,tabletas,jardianz,"$1,803.41","$2,540.01",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-duo-125mg-850mg-60-tabletas-1240340
jardianz,"jardianz duo 12.5mg/1000mg, 60 tabletas.",12.5mg/1000mg,60,tabletas,jardianz,"$1,803.41","$2,540.01",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-duo-125mg-1000mg-60-tabletas-1240358
jardianz,"jardianz duo 5mg/850mg, 30 tabletas.",5mg/850mg,30,tabletas,jardianz,$983.12,"$1,384.67",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-duo-5mg-850mg-30-tabletas-1240307
jardianz,"jardianz duo 12.5mg/850mg, 30 tabletas.",12.5mg/850mg,30,tabletas,jardianz,$983.12,"$1,384.67",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/jardianz-duo-125mg-850mg-30-tabletas-1240315
xigduo,"xigduo xr 5mg/1000mg, 28 tabletas.",5mg/1000mg,28,tabletas,xigduo,$750.00,"$1,250.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/xigduo-xr-5mg-1000mg-28-tabletas-1243560
xigduo,"xigduo xr 10mg/1000mg, 28 tabletas.",10mg/1000mg,28,tabletas,xigduo,"$1,446.60","$2,411.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/xigduo-xr-10mg-1000mg-28-tabletas-1243578
xigduo,"xigduo xr 10mg/1000mg, 14 tabletas.",10mg/1000mg,14,tabletas,xigduo,$805.23,"$1,167.00",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/xigduo-xr-10mg-1000mg-14-tabletas-1243551
invokana,"invokana duo 150mg/1000mg, 60 tabletas.",150mg/1000mg,60,tabletas,invokana,"$1,917.30","$2,255.65",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/invokana-duo-150mg-1000mg-60-tabletas-1253018
invokana,"invokana duo 150mg/850mg, 60 tabletas.",150mg/850mg,60,tabletas,invokana,"$1,917.30","$2,255.65",descuento,14/08/2024 10:44:13,http://www.farmaciasguadalajara.com/invokana-duo-150mg-850mg-60-tabletas-1253026
